player,Overall,Nationality,Team,Archetype,Position1,Position2,Height,Weight,Jersey,Year(s) in the NBA,Prior to NBA,Rank current,Rank all,Outside Scoring,Athleticism,Inside Scoring,Playmaking,Defending,Rebounding,Intangibles,Potential,Total Attributes,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Team_Category
Russell Westbrook,95,United States,All-Time Oklahoma City Thunder,2-Way Slashing Playmaker,PG,-,191,90,0,2,UCLA,50,135,87,93,76,93,74,76,98,95,3174,76,84,79,85,98,98,98,96,77,92,98,98,91,98,30,90,45,76,73,97,98,78,95,98,95,98,42,83,71,47,89,86,85,85,62,90,All-Time
Gary Payton,95,United States,All-Time Oklahoma City Thunder,All-Around 2-Way,PG,SG,193,81,20,0,Oregon State,61,157,84,84,69,91,85,46,80,95,3048,84,81,80,74,98,85,84,86,65,74,98,90,93,93,25,42,60,83,85,67,98,97,89,93,98,78,60,98,99,37,99,98,93,98,45,46,All-Time
Paul George,92,United States,All-Time Oklahoma City Thunder,2-Way Scoring Machine,SF,-,206,99,13,0,Fresno State,118,271,92,82,72,76,77,53,80,92,2972,92,94,86,90,94,95,73,75,60,88,97,90,93,86,55,85,40,74,78,60,95,78,86,80,75,62,63,87,69,47,87,86,84,90,37,69,All-Time
Dennis Johnson,91,United States,All-Time Oklahoma City Thunder,2-Way Slashing Playmaker,PG,SG,193,83,24,0,Pepperdine,129,297,79,83,63,85,83,49,80,91,2913,84,82,68,78,86,75,88,88,67,75,91,87,85,87,31,31,46,66,81,75,87,84,89,88,85,78,73,97,71,49,97,97,81,98,47,50,All-Time
Shawn Kemp,90,United States,All-Time Oklahoma City Thunder,Paint Beast,PF,C,208,104,40,0,Trinity Valley Community College,144,324,75,84,86,49,70,87,95,90,2887,85,79,53,74,73,85,78,75,82,95,86,88,85,77,97,96,71,83,90,89,85,38,62,63,37,43,82,53,63,77,53,77,80,75,85,88,All-Time
Rashard Lewis,89,United States,All-Time Oklahoma City Thunder,3-Level Scorer,PF,SF,208,97,7,0,Elsik High School,184,386,92,81,73,74,66,52,76,89,2863,90,92,93,84,97,95,81,80,70,80,90,85,80,88,50,80,74,79,69,60,80,75,78,74,82,60,69,57,74,53,57,74,75,70,40,63,All-Time
Gus Williams,89,United States,All-Time Oklahoma City Thunder,2-Way Slashing Playmaker,PG,-,188,79,1,0,USC,192,394,87,87,56,88,71,43,60,89,2822,94,92,69,75,95,95,97,97,50,95,93,90,86,94,25,30,28,60,35,90,88,91,88,97,88,76,32,84,93,42,80,85,84,70,34,51,All-Time
Jack Sikma,89,United States,All-Time Oklahoma City Thunder,2-Way Mid-Range Finisher,C,-,211,104,43,0,Illinois Wesleyan University,193,395,86,78,82,55,73,91,60,89,2897,90,88,75,86,98,80,53,49,92,70,97,95,88,74,85,65,87,88,88,70,95,60,42,25,78,69,91,44,64,80,44,92,80,85,88,93,All-Time
Spencer Haywood,89,United States,All-Time Oklahoma City Thunder,2-Way Mid-Range Finisher,PF,-,203,101,24,0,Detroit Mercy,197,401,87,83,89,52,70,96,50,89,2967,96,90,72,84,90,90,75,75,80,80,98,95,79,82,97,85,88,84,85,92,95,40,56,43,75,48,85,57,45,70,57,86,78,85,96,95,All-Time
Fred Brown,88,United States,All-Time Oklahoma City Thunder,Offensive Threat,PG,SG,191,87,32,0,Iowa,202,414,91,79,59,83,71,47,80,91,2812,90,90,93,90,94,90,85,85,37,81,97,87,79,89,25,30,35,60,57,78,96,84,86,85,82,77,65,78,74,52,82,75,74,65,45,49,All-Time
Dale Ellis,88,United States,All-Time Oklahoma City Thunder,Scoring Machine,SG,SG,201,92,3,0,Tennessee,236,453,90,80,74,73,65,58,75,88,2853,84,90,96,82,95,90,78,78,65,70,97,94,79,88,50,65,60,75,74,80,96,82,82,73,79,50,49,72,70,30,74,75,78,75,55,60,All-Time
Detlef Schrempf,87,Germany,All-Time Oklahoma City Thunder,Sharpshooter,SF,PF,206,96,11,0,Germany,265,497,88,71,74,64,65,52,98,87,2744,84,86,90,83,92,95,59,55,66,69,94,71,83,70,65,62,74,79,83,77,82,71,71,38,70,70,70,66,60,32,66,71,72,80,45,58,All-Time
Xavier McDaniel,87,United States,All-Time Oklahoma City Thunder,2-Way Mid-Range Finisher,SF,PF,201,97,34,0,Wichita State,303,543,85,82,78,70,76,71,40,87,2938,90,87,70,73,97,94,80,75,75,88,95,82,82,94,65,90,58,74,66,84,95,74,78,69,78,49,78,80,73,69,85,80,68,75,59,82,All-Time
Penny Hardaway,95,United States,All-Time Orlando Magic,All-Around 2-Way,PG,SG,201,88,1,0,Memphis,51,136,92,86,79,93,80,65,98,95,3210,97,93,84,82,98,98,89,88,68,83,98,95,82,95,70,86,55,65,74,92,95,95,94,91,94,89,65,85,89,40,87,88,88,95,62,68,All-Time
Tracy McGrady,95,United States,All-Time Orlando Magic,All-Around 2-Way,SG,PG,203,95,1,0,Mount Zion Christian Academy,53,142,91,85,82,87,75,48,95,95,3121,92,95,91,80,90,98,91,90,68,98,98,80,73,94,75,95,61,84,74,74,98,82,90,85,84,95,66,82,61,47,82,84,94,85,35,60,All-Time
Shaquille O’Neal,93,United States,All-Time Orlando Magic,Paint Beast,C,PF,216,146,32,0,LSU,90,224,70,83,83,54,79,83,95,93,2919,94,50,26,53,99,98,79,79,99,95,78,67,83,58,99,75,95,50,92,95,98,55,58,53,52,51,95,56,60,82,56,96,92,97,86,80,All-Time
Dwight Howard,93,United States,All-Time Orlando Magic,Paint Beast,C,-,211,119,12,0,SW Atlanta Academy (GA),101,242,69,91,89,43,86,97,50,93,3005,97,28,25,67,98,98,88,78,98,95,98,95,86,85,98,97,97,53,95,95,95,33,50,25,74,33,97,66,78,96,66,98,88,98,97,97,All-Time
Nikola Vucevic,86,Switzerland,All-Time Orlando Magic,3-Level Scorer,C,-,213,113,9,9,Southern California,316,576,89,70,82,55,57,85,98,86,2761,97,81,81,79,98,98,62,46,87,45,95,79,77,78,85,55,84,77,93,86,94,54,35,32,82,70,71,41,46,70,49,74,57,50,76,93,All-Time
Rashard Lewis,86,United States,All-Time Orlando Magic,3-Level Scorer,PF,SF,208,97,9,0,Elsik High School,317,577,91,78,70,73,66,52,96,86,2831,90,88,90,84,97,95,74,74,70,75,90,85,80,80,50,70,74,79,69,60,80,75,78,68,82,60,69,57,74,53,57,74,75,70,40,63,All-Time
Hedo Turkoglu,86,Turkey,All-Time Orlando Magic,3-Level Scorer,SF,PF,208,99,8,0,Turkey,323,584,84,77,74,77,67,73,85,86,2869,80,85,86,86,85,80,75,75,70,70,90,80,82,81,80,70,60,68,70,65,95,75,78,73,80,80,60,71,70,65,78,68,62,60,75,70,All-Time
Grant Hill,86,United States,All-Time Orlando Magic,Mid-Range Slasher,SF,SG,203,101,33,0,Duke,324,585,83,82,71,77,70,56,85,86,2866,87,84,70,82,90,85,83,81,60,75,90,95,91,84,55,80,40,78,72,79,78,75,80,83,81,68,40,77,80,39,83,81,82,75,50,62,All-Time
Scott Skiles,85,United States,All-Time Orlando Magic,Offensive Threat,PG,-,185,81,4,0,Michigan State,349,617,85,76,52,88,66,41,80,92,2675,84,83,90,91,84,80,81,81,48,70,90,85,77,80,25,25,38,49,48,62,85,89,86,81,90,93,65,75,64,32,81,74,75,60,35,47,All-Time
Nick Anderson,85,United States,All-Time Orlando Magic,3-Level Scorer,SG,SF,198,92,25,0,Illinois,364,651,87,76,64,73,69,48,95,85,2763,88,87,88,74,95,90,69,70,80,75,84,77,79,81,60,69,25,63,55,80,81,74,74,66,79,71,60,77,74,40,77,74,77,75,44,51,All-Time
Steve Francis,85,United States,All-Time Orlando Magic,Slashing Playmaker,PG,SG,191,88,3,0,Maryland,385,675,82,80,66,87,75,57,60,85,2869,80,74,78,82,88,90,83,84,49,88,95,85,77,87,30,85,50,54,45,88,85,88,89,85,88,84,48,78,85,57,82,80,90,80,54,59,All-Time
Horace Grant,84,United States,All-Time Orlando Magic,Glass-Cleaning Lockdown,PF,C,208,97,54,0,Clemson,403,713,66,66,73,40,67,90,80,84,2518,79,78,36,71,70,60,34,34,81,60,85,82,86,55,84,64,75,75,75,68,87,49,36,25,52,40,90,33,63,62,33,88,70,95,91,88,All-Time
Dennis Scott,84,United States,All-Time Orlando Magic,3-Level Scorer,SF,SG,203,103,3,0,Georgia Tech,408,718,90,72,62,58,67,41,70,84,2600,88,91,94,75,97,95,68,63,67,65,84,70,88,79,50,62,30,63,44,74,90,55,72,58,57,49,55,72,72,40,74,76,72,75,35,47,All-Time
Jameer Nelson,83,United States,All-Time Orlando Magic,Offensive Threat,PG,-,183,86,14,0,Saint Joseph's,417,749,89,82,47,85,64,43,75,85,2666,80,88,93,89,96,90,86,86,74,78,94,73,80,86,25,25,25,46,27,72,72,89,84,88,90,73,33,76,59,35,72,82,74,80,35,51,All-Time
Darrell Armstrong,83,United States,All-Time Orlando Magic,Slashing Playmaker,PG,-,183,79,10,0,Fayetteville State University,428,765,83,77,53,85,61,35,80,83,2606,80,86,79,79,94,80,85,85,44,75,84,84,80,84,25,80,25,29,25,76,80,84,85,88,88,82,32,74,81,40,80,68,42,70,29,41,All-Time
Allen Iverson,97,United States,All-Time Philadelphia 76ers,All-Around 2-Way,SG,PG,183,74,3,0,Allen Iverson,19,64,92,93,63,91,76,40,98,97,3041,90,94,84,87,98,98,98,98,65,97,98,97,98,98,25,65,25,60,33,97,98,93,97,98,90,76,30,88,96,37,90,82,96,91,34,45,All-Time
Moses Malone,97,United States,All-Time Philadelphia 76ers,Paint Beast,C,PF,208,117,2,0,Petersburg High School,30,86,83,88,95,50,83,99,40,97,3123,98,78,43,82,98,98,78,74,97,85,98,95,92,88,97,85,96,97,98,98,98,60,45,43,70,32,97,57,72,95,57,95,95,98,99,98,All-Time
Julius Erving,94,United States,All-Time Philadelphia 76ers,2-Way Slasher,SF,SG,201,90,6,0,UMass,76,192,87,91,83,78,84,59,90,94,3184,89,80,73,84,98,98,85,81,85,98,95,95,95,98,80,98,69,70,75,82,95,74,85,81,84,65,74,90,75,60,90,96,90,95,63,55,All-Time
Billy Cunningham,93,United States,All-Time Philadelphia 76ers,Mid-Range Finisher,SF,PF,198,113,32,0,UNC,87,221,88,87,88,74,77,94,98,93,3210,95,84,74,80,98,98,75,74,87,95,98,95,88,90,90,90,79,79,92,92,91,78,77,63,82,72,79,72,78,70,72,80,80,85,92,95,All-Time
Wilt Chamberlain,93,United States,All-Time Philadelphia 76ers,Paint Beast,C,SF,216,124,13,0,Kansas,96,235,72,84,88,50,75,93,70,93,2924,90,58,43,58,90,95,75,60,92,90,95,80,99,75,85,75,97,94,92,92,95,60,44,25,64,55,88,48,64,96,48,89,80,85,93,92,All-Time
Joel Embiid,90,Cameroon,All-Time Philadelphia 76ers,Paint Beast,C,-,213,113,21,6,Kansas,139,312,84,79,90,55,73,86,80,92,2976,82,75,72,80,98,98,67,63,94,68,93,95,73,80,90,80,92,88,95,96,95,40,50,61,58,67,93,60,37,82,64,93,64,90,74,97,All-Time
Bobby Jones (Robert Clyde),90,United States,All-Time Philadelphia 76ers,2-Way Finisher,SF,PF,206,95,24,0,UNC,156,340,65,74,72,61,92,55,25,90,2748,80,76,30,86,60,60,75,75,70,78,70,70,78,85,65,65,65,65,78,79,70,56,61,60,78,49,95,92,88,82,92,98,97,95,50,60,All-Time
Andre Iguodala,88,United States,All-Time Philadelphia 76ers,2-Way Scoring Machine,SF,PF,198,93,9,6,Arizona,239,456,84,85,71,78,80,49,65,88,2947,85,83,85,73,95,85,88,79,68,95,95,85,82,85,55,96,56,57,59,65,95,78,88,81,81,63,80,92,65,45,92,85,86,95,41,56,All-Time
Hersey Hawkins,87,United States,All-Time Philadelphia 76ers,3-Level Scorer,SG,PG,191,86,33,0,Bradley,277,512,91,78,59,77,68,45,95,87,2765,86,92,89,89,97,95,80,75,55,79,90,80,90,88,40,55,25,66,35,79,85,80,79,74,82,68,34,76,85,35,76,75,85,75,43,46,All-Time
Doug Collins,87,United States,All-Time Philadelphia 76ers,2-Way 3-Level Scorer,SG,SF,198,81,20,0,Illinois State,278,513,91,71,63,75,72,39,95,87,2756,92,94,84,88,94,95,73,68,45,50,92,94,77,88,42,42,70,60,33,80,85,79,77,74,80,64,42,84,78,37,84,84,82,85,41,37,All-Time
George McGinnis,87,United States,All-Time Philadelphia 76ers,Paint Beast,PF,C,203,106,30,0,Indiana,299,539,80,79,83,56,66,89,60,87,2822,88,78,65,71,90,85,59,74,98,60,90,80,90,85,85,75,84,78,89,81,90,58,61,36,58,65,85,60,73,37,60,80,65,65,88,89,All-Time
Ben Simmons,86,Australia,All-Time Philadelphia 76ers,2-Way Slashing Playmaker,PG,PF,208,104,25,4,LSU,304,550,71,88,86,85,75,68,80,91,3063,91,46,35,60,98,98,93,84,80,85,97,97,83,96,83,87,76,73,79,96,98,85,86,84,88,82,72,84,59,57,75,80,85,85,59,76,All-Time
Maurice Cheeks,86,United States,All-Time Philadelphia 76ers,2-Way Slashing Playmaker,PG,SG,185,81,10,0,West Texas A&M University,343,606,80,83,50,85,84,39,54,86,2778,86,81,70,87,81,75,80,81,70,70,95,95,90,87,25,25,36,44,25,61,98,82,86,85,88,86,70,97,86,37,97,92,97,95,36,42,All-Time
Henry Bibby,83,United States,All-Time Philadelphia 76ers,2-Way 3-Level Scorer,PG,SG,185,83,14,0,UCLA,420,754,85,73,53,75,63,40,98,83,2579,79,87,80,78,98,85,74,73,40,55,96,95,79,85,25,25,36,55,25,75,96,75,78,74,79,71,30,81,62,27,81,80,59,80,37,43,All-Time
Darryl Dawkins,83,United States,All-Time Philadelphia 76ers,Paint Beast,C,-,211,113,53,0,Evans High School,421,756,69,74,77,33,65,85,95,83,2584,84,66,25,71,88,80,49,40,95,90,85,85,75,64,97,85,77,65,78,70,80,34,45,25,30,33,80,44,57,76,44,82,68,70,80,89,All-Time
Steve Nash,97,Canada,All-Time Phoenix Suns,All-Around 2-Way,PG,-,191,88,13,0,Santa Clara,20,67,95,82,52,96,70,40,98,97,2873,94,94,94,91,98,98,93,93,50,65,98,95,82,97,25,25,28,25,30,84,98,98,93,94,99,98,25,80,85,30,87,80,92,80,37,43,All-Time
Dennis Johnson,94,United States,All-Time Phoenix Suns,2-Way Slashing Playmaker,PG,SG,193,83,24,0,Pepperdine,72,185,83,83,64,88,83,49,98,94,2983,95,88,68,82,86,80,88,88,67,75,91,87,85,93,31,31,46,66,81,75,87,92,89,88,94,78,73,97,71,49,97,97,81,98,47,50,All-Time
Amar’e Stoudemire,92,United States,All-Time Phoenix Suns,Mid-Range Finisher,PF,C,208,110,32,0,Cypress Creek High School,108,257,89,85,89,48,63,88,98,92,2945,93,94,75,77,94,98,78,74,82,95,90,85,90,77,95,96,88,90,92,79,98,52,54,40,60,34,77,44,60,80,44,75,60,60,88,87,All-Time
Shawn Marion,91,United States,All-Time Phoenix Suns,2-Way Mid-Range Finisher,SF,PF,201,99,31,0,UNLV,126,294,88,83,81,58,76,89,85,91,3004,95,88,79,83,92,90,75,75,70,88,95,90,85,88,70,85,82,84,80,65,95,60,61,66,70,34,80,84,77,65,84,80,65,70,88,90,All-Time
Kevin Johnson,90,United States,All-Time Phoenix Suns,Offensive Threat,PG,-,185,95,11,0,California,136,308,88,82,67,90,72,49,98,94,2950,84,86,81,85,97,95,91,90,48,80,94,85,85,92,40,80,40,58,45,85,98,80,89,94,95,92,45,76,79,54,86,79,78,75,53,44,All-Time
Charlie Scott,90,United States,All-Time Phoenix Suns,2-Way Slashing Playmaker,PG,SG,196,79,33,0,UNC,137,310,90,84,73,83,76,61,98,93,3046,94,93,78,80,97,98,88,88,69,81,95,85,82,92,70,75,50,60,54,88,94,84,86,88,80,79,65,84,78,44,87,82,80,85,58,64,All-Time
Walter Davis,90,United States,All-Time Phoenix Suns,2-Way Slasher,SG,SF,198,87,6,0,UNC,145,325,92,83,79,78,67,51,95,90,2979,97,95,76,88,95,98,83,83,54,88,98,85,91,95,60,90,70,77,74,78,90,78,86,75,79,74,40,83,64,37,84,80,73,75,44,57,All-Time
Jason Kidd,90,United States,All-Time Phoenix Suns,2-Way Slashing Playmaker,PG,SG,193,92,32,0,California,150,331,80,81,55,94,75,50,90,90,2835,80,84,74,69,90,80,91,90,58,78,93,80,77,85,25,29,40,55,48,65,95,94,93,94,95,95,70,85,85,30,89,80,80,80,37,62,All-Time
Tom Chambers,89,United States,All-Time Phoenix Suns,2-Way 3-Level Scorer,PF,SF,208,99,24,0,Utah,195,397,89,85,88,54,65,89,55,89,2951,90,88,80,86,95,95,68,68,84,92,97,97,90,78,95,95,86,85,90,80,98,52,72,39,64,45,82,42,60,60,42,79,75,80,88,90,All-Time
Paul Westphal,89,United States,All-Time Phoenix Suns,All-Around 2-Way,SG,PG,193,89,44,0,USC,200,404,90,76,64,81,69,43,95,88,2808,91,85,83,86,98,95,75,76,50,75,92,84,82,95,25,48,40,74,51,84,95,82,86,75,88,74,38,80,88,28,81,70,85,80,38,48,All-Time
Dick Van Arsdale,88,United States,All-Time Phoenix Suns,2-Way 3-Level Scorer,SG,SF,196,95,5,0,Indiana,204,416,89,77,67,74,85,57,70,90,2929,79,92,90,86,90,95,73,71,55,67,91,85,94,86,35,65,35,75,68,79,90,79,79,71,82,60,64,90,90,78,93,90,88,90,48,66,All-Time
Dan Majerle,88,United States,All-Time Phoenix Suns,2-Way 3-Level Scorer,SG,SF,198,97,9,0,Central Michigan University,209,425,86,82,65,73,80,45,98,88,2879,84,88,89,78,95,80,75,74,75,75,95,92,85,86,50,76,35,56,50,70,95,74,78,73,70,68,70,89,79,35,89,92,88,95,50,40,All-Time
Larry Nance,88,United States,All-Time Phoenix Suns,2-Way Mid-Range Finisher,SF,PF,208,92,22,0,Clemson,219,435,82,76,80,52,83,70,88,88,2902,88,84,55,77,94,95,68,60,70,90,91,77,78,78,90,95,75,65,80,82,73,51,50,53,58,49,93,87,60,74,87,94,75,90,66,74,All-Time
Devin Booker,86,United States,All-Time Phoenix Suns,Mid-Range Slasher,SG,PG,198,95,1,5,Kentucky,325,587,91,73,55,79,55,44,85,86,2588,93,93,75,87,98,98,76,79,42,70,95,70,81,87,30,50,28,38,30,88,85,75,86,76,80,79,38,70,40,37,74,60,62,60,34,53,All-Time
Alvan Adams,85,United States,All-Time Phoenix Suns,2-Way Mid-Range Finisher,C,PF,206,95,33,0,Oklahoma,362,648,85,77,81,49,68,89,98,85,2840,94,87,52,83,98,95,63,60,88,80,95,74,76,70,85,65,82,85,89,85,88,35,35,38,78,59,83,42,56,81,42,82,69,85,89,89,All-Time
Clyde Drexler,97,United States,All-Time Portland Trail Blazers,2-Way Slasher,SG,SF,201,95,22,0,Houston,21,68,92,90,82,80,80,69,98,97,3214,97,94,79,84,98,98,90,85,75,97,98,90,98,95,76,98,45,84,70,93,98,79,84,80,84,72,65,88,79,52,88,85,89,95,67,70,All-Time
Bill Walton,95,United States,All-Time Portland Trail Blazers,2-Way Mid-Range Maestro,C,PF,211,95,32,0,UCLA,59,154,79,82,88,70,80,98,85,95,3112,95,83,30,72,98,95,63,53,93,75,95,98,95,78,95,70,96,93,93,78,98,79,69,28,92,84,95,54,70,94,54,95,82,95,97,98,All-Time
Brandon Roy,92,United States,All-Time Portland Trail Blazers,Scoring Machine,SG,-,198,97,7,0,Washington,103,249,91,85,81,82,74,48,70,95,3053,93,95,87,85,90,98,90,90,68,96,98,80,73,93,75,95,61,84,68,70,98,80,86,88,80,78,66,79,69,60,80,80,80,80,35,60,All-Time
Damian Lillard,92,United States,All-Time Portland Trail Blazers,Offensive Threat,PG,-,191,88,0,8,Weber State,109,259,91,88,63,90,59,45,98,92,2863,82,91,84,91,98,98,87,88,63,89,97,95,98,96,25,85,30,38,42,94,95,94,92,87,95,81,25,69,43,50,77,72,77,55,38,52,All-Time
Maurice Lucas,90,United States,All-Time Portland Trail Blazers,2-Way Mid-Range Finisher,PF,C,206,104,20,0,Marquette,157,341,82,84,82,55,84,90,25,90,2972,90,81,60,78,90,90,73,68,90,80,95,95,88,73,80,75,86,88,89,69,95,58,60,49,60,50,92,64,85,86,64,92,90,95,89,90,All-Time
LaMarcus Aldridge,89,United States,All-Time Portland Trail Blazers,3-Level Scorer,PF,C,211,108,12,4,Texas,168,368,92,67,81,46,63,78,95,89,2747,96,96,80,86,97,98,43,40,82,62,84,78,80,77,70,69,92,90,94,79,78,55,42,30,70,35,79,37,57,67,37,83,70,75,67,88,All-Time
Arvydas Sabonis,88,Lithuania,All-Time Portland Trail Blazers,2-Way 3-Level Playmaker,C,PF,221,126,11,0,Lithuania,210,426,88,71,76,63,64,82,98,88,2804,90,86,80,84,95,95,50,40,88,67,95,72,83,52,85,60,89,70,87,71,90,82,38,25,88,83,84,28,61,73,28,85,71,80,74,89,All-Time
Terry Porter,88,United States,All-Time Portland Trail Blazers,All-Around 2-Way,PG,SG,191,88,30,0,University of Wisconsin-Stevens Point,224,441,89,81,51,87,69,42,85,88,2753,88,84,89,89,95,90,81,81,55,70,95,91,92,87,25,35,25,40,25,82,91,92,84,84,90,84,40,80,81,32,84,70,85,80,36,48,All-Time
Geoff Petrie,87,United States,All-Time Portland Trail Blazers,Scoring Machine,SG,PG,193,86,45,0,Princeton,250,467,89,84,67,81,70,52,75,96,2892,84,88,86,85,90,98,84,84,70,78,95,95,80,86,35,65,54,68,68,60,97,82,86,83,82,74,62,77,77,55,80,75,70,65,47,56,All-Time
Jim Paxson,87,United States,All-Time Portland Trail Blazers,2-Way Slashing Playmaker,SG,PG,198,90,4,0,Dayton,268,500,88,83,70,83,71,44,98,87,2930,94,84,70,89,98,95,84,84,65,77,94,95,82,90,50,70,55,65,54,89,90,84,86,81,84,78,55,81,79,37,82,79,78,80,40,47,All-Time
C.J. McCollum,87,United States,All-Time Portland Trail Blazers,Shot Creator,SG,PG,193,90,3,7,Lehigh,269,501,89,82,53,75,55,44,98,87,2627,82,96,86,83,95,90,82,84,60,80,98,95,78,80,30,40,38,46,32,69,91,75,86,82,80,53,35,68,38,47,76,69,50,60,39,49,All-Time
Jerome Kersey,87,United States,All-Time Portland Trail Blazers,2-Way Mid-Range Finisher,SF,PF,201,97,25,0,Longwood University,293,533,86,84,75,59,78,77,75,87,2934,92,86,74,77,94,90,75,75,76,88,95,94,83,85,77,97,55,68,60,84,72,59,65,68,53,51,65,88,65,60,88,84,85,90,74,80,All-Time
Zach Randolph,86,United States,All-Time Portland Trail Blazers,Mid-Range Finisher,PF,-,206,117,50,9,Michigan State,339,602,84,75,84,46,58,86,65,86,2707,90,86,74,81,90,85,50,50,96,64,95,90,77,80,80,65,91,92,88,88,85,55,35,25,61,52,75,42,58,37,42,76,65,65,85,86,All-Time
Kiki Vandeweghe,86,Germany,All-Time Portland Trail Blazers,3-Level Scorer,SF,PF,203,99,55,0,UCLA,346,609,86,80,73,73,62,48,50,86,2754,80,86,93,85,88,85,71,70,80,80,95,70,95,86,50,60,67,70,78,88,85,78,75,69,80,61,55,70,38,45,70,71,69,80,45,50,All-Time
Kevin Duckworth,85,United States,All-Time Portland Trail Blazers,2-Way Mid-Range Finisher,C,PF,213,124,0,0,Eastern Illinois University,377,666,83,65,74,33,60,88,75,85,2523,94,83,50,77,96,95,25,25,93,49,90,90,85,62,70,40,90,84,92,71,86,35,37,25,38,30,85,25,55,45,25,84,72,85,89,86,All-Time
Oscar Robertson,98,United States,All-Time Sacramento Kings,All-Around 2-Way,PG,SG,196,95,14,0,Cincinnati,7,28,94,89,72,95,81,85,85,98,3235,95,94,90,87,98,98,93,93,75,86,98,83,98,98,25,50,70,82,85,73,90,98,89,91,98,97,55,95,72,45,96,95,95,95,82,88,All-Time
Nate Archibald,95,United States,All-Time Sacramento Kings,2-Way Slashing Playmaker,PG,-,185,68,10,0,Texas-El Paso,52,140,92,89,64,94,70,30,98,95,2975,94,94,74,91,98,98,99,99,50,97,98,90,92,95,25,35,40,66,58,98,98,89,93,99,95,95,30,77,80,40,98,82,80,75,30,30,All-Time
Jerry Lucas,95,United States,All-Time Sacramento Kings,2-Way 3-Level Scorer,PF,C,203,104,16,0,Ohio State,63,161,93,81,88,64,69,97,75,95,3071,95,93,90,85,98,98,64,60,89,70,98,92,95,78,85,70,96,96,95,92,95,75,55,40,78,73,88,37,50,84,37,90,77,90,96,97,All-Time
Mitch Richmond,94,United States,All-Time Sacramento Kings,Scoring Machine,SG,SF,196,97,2,0,Kansas State,79,198,94,90,76,80,72,57,70,94,3064,94,96,91,89,97,98,86,88,79,89,98,97,94,94,55,75,69,79,48,94,96,82,85,81,86,67,62,79,78,42,79,79,85,75,52,62,All-Time
Chris Webber,93,United States,All-Time Sacramento Kings,2-Way Mid-Range Finisher,PF,C,206,110,4,0,Michigan,97,236,88,84,90,74,72,92,70,93,3132,97,90,66,80,98,95,79,75,88,85,98,80,85,84,95,85,90,84,94,89,98,78,75,65,88,65,78,53,82,89,53,79,70,75,92,92,All-Time
DeMarcus Cousins,90,United States,All-Time Sacramento Kings,2-Way Inside-Out Scorer,C,-,211,122,15,0,Kentucky,147,328,86,79,93,68,67,66,90,90,3002,81,80,80,77,98,98,63,51,97,71,98,90,86,87,97,82,97,96,90,97,98,60,70,55,84,72,79,42,65,72,42,79,77,80,40,91,All-Time
Vlade Divac,88,Serbia,All-Time Sacramento Kings,2-Way Mid-Range Maestro,C,PF,216,109,12,0,Serbia,206,421,83,66,81,66,67,94,98,88,2847,94,84,69,62,90,98,39,35,84,51,90,75,90,75,85,55,87,80,89,79,95,82,50,25,89,84,84,41,71,80,41,80,70,70,94,94,All-Time
Otis Birdsong,88,United States,All-Time Sacramento Kings,Slashing Playmaker,SG,-,191,86,10,0,Houston,211,427,87,75,57,81,70,41,98,88,2735,92,90,72,78,95,95,88,84,31,85,98,56,83,87,25,65,25,57,30,80,84,84,86,80,84,72,38,77,84,45,86,74,88,70,32,49,All-Time
Mike Bibby,88,United States,All-Time Sacramento Kings,Offensive Threat,PG,-,185,86,10,0,Arizona,220,437,90,74,56,88,66,45,85,88,2746,94,94,84,78,95,95,83,85,38,72,85,74,84,90,25,45,25,60,39,72,95,89,93,83,88,88,32,78,70,43,80,74,78,75,46,44,All-Time
Peja Stojakovic,88,Serbia,All-Time Sacramento Kings,Sharpshooter,SF,-,206,99,16,0,Croatia,231,448,92,76,60,69,66,55,80,88,2717,80,94,97,88,95,95,73,71,54,68,95,80,94,75,25,60,58,60,58,50,94,81,74,68,84,39,47,74,59,51,74,75,74,75,48,62,All-Time
Reggie Theus,87,United States,All-Time Sacramento Kings,Slashing Playmaker,PG,SG,201,88,24,0,UNLV,270,502,86,81,74,88,69,47,95,87,2936,89,88,69,87,92,90,81,81,58,83,94,86,82,93,70,70,55,65,70,82,89,84,89,83,90,92,55,78,71,40,82,79,68,75,42,52,All-Time
Kevin Martin,86,United States,All-Time Sacramento Kings,Scoring Machine,SG,SF,201,83,23,0,Western Carolina University,311,565,90,70,61,73,53,41,98,87,2573,80,90,88,88,98,98,81,80,31,69,93,58,79,87,40,62,30,63,44,74,84,82,82,80,84,35,32,68,59,30,68,60,59,50,32,50,All-Time
Jason Williams,84,United States,All-Time Sacramento Kings,Playmaking Shot Creator,PG,-,185,86,55,0,Florida,392,697,82,71,48,91,60,36,65,87,2533,82,84,83,84,85,75,74,73,35,70,92,73,79,79,25,25,25,40,26,70,93,92,98,80,98,88,32,81,61,30,85,72,60,60,27,45,All-Time
